station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
8A0,1/27/16 14:15,32.0,32.0,100.0,20,9,0.0,30.18,M,7.0,20,OVC,M,M,M,1000,M,M,M,M,M,M,M,M,M,M,23.51,K8A0 271415Z AUTO 02009G20KT 7SM OVC010 00/00 A3018 RMK AO2
8A0,1/27/16 14:35,33.8,33.8,100.0,20,8,0.0,30.19,M,7.0,16,OVC,M,M,M,1000,M,M,M,M,M,M,M,M,M,M,26.33,K8A0 271435Z AUTO 02008G16KT 7SM OVC010 01/01 A3019 RMK AO2
8A0,1/27/16 14:55,33.8,33.8,100.0,360,13,0.0,30.2,M,7.0,M,OVC,M,M,M,1000,M,M,M,M,M,M,M,M,M,M,23.87,K8A0 271455Z AUTO 36013KT 7SM OVC010 01/01 A3020 RMK AO2
8A0,1/27/16 15:15,33.8,33.8,100.0,10,11,0.0,30.19,M,10.0,14,OVC,M,M,M,1000,M,M,M,M,M,M,M,M,M,M,24.74,K8A0 271515Z AUTO 01011G14KT 10SM OVC010 01/01 A3019 RMK AO2
8A0,1/27/16 15:35,33.8,33.8,100.0,20,12,0.0,30.19,M,10.0,18,OVC,M,M,M,1000,M,M,M,M,M,M,M,M,M,M,24.29,K8A0 271535Z AUTO 02012G18KT 10SM OVC010 01/01 A3019 RMK AO2
8A0,1/27/16 15:55,35.6,35.6,100.0,10,8,0.0,30.19,M,10.0,M,BKN,M,M,M,1000,M,M,M,M,M,M,M,M,M,M,28.55,K8A0 271555Z AUTO 01008KT 10SM BKN010 02/02 A3019 RMK AO2
8A0,1/27/16 16:15,35.6,35.6,100.0,10,8,0.0,30.19,M,10.0,M,BKN,M,M,M,1200,M,M,M,M,M,M,M,M,M,M,28.55,K8A0 271615Z AUTO 01008KT 10SM BKN012 02/02 A3019 RMK AO2
8A0,1/27/16 16:35,35.6,35.6,100.0,20,10,0.0,30.2,M,10.0,M,SCT,M,M,M,1200,M,M,M,M,M,M,M,M,M,M,27.48,K8A0 271635Z AUTO 02010KT 10SM SCT012 02/02 A3020 RMK AO2
8A0,1/27/16 16:55,35.6,35.6,100.0,360,8,0.0,30.19,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.55,K8A0 271655Z AUTO 36008KT 10SM CLR 02/02 A3019 RMK AO2
8A0,1/27/16 17:15,37.4,35.6,93.14,360,8,0.0,30.18,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.76,K8A0 271715Z AUTO 36008KT 10SM CLR 03/02 A3018 RMK AO2
8A0,1/27/16 17:35,37.4,35.6,93.14,10,7,0.0,30.17,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,31.36,K8A0 271735Z AUTO 01007KT 10SM CLR 03/02 A3017 RMK AO2
8A0,1/27/16 17:55,37.4,35.6,93.14,10,6,0.0,30.17,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.03,K8A0 271755Z AUTO 01006KT 10SM CLR 03/02 A3017 RMK AO2
8A0,1/27/16 18:15,39.2,35.6,86.79,360,8,0.0,30.16,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.98,K8A0 271815Z AUTO 36008KT 10SM CLR 04/02 A3016 RMK AO2
8A0,1/27/16 18:35,39.2,35.6,86.79,350,9,0.0,30.14,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.47,K8A0 271835Z AUTO 35009KT 10SM CLR 04/02 A3014 RMK AO2
8A0,1/27/16 18:55,41.0,35.6,80.93,10,6,0.0,30.12,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.37,K8A0 271855Z AUTO 01006KT 10SM CLR 05/02 A3012 RMK AO2
8A0,1/27/16 19:15,41.0,35.6,80.93,10,9,0.0,30.12,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.7,K8A0 271915Z AUTO 01009KT 10SM CLR 05/02 A3012 RMK AO2
8A0,1/27/16 19:35,42.8,37.4,81.07,350,7,0.0,30.11,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.94,K8A0 271935Z AUTO 35007KT 10SM CLR 06/03 A3011 RMK AO2
8A0,1/27/16 19:55,42.8,35.6,75.5,10,10,0.0,30.1,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.51,K8A0 271955Z AUTO 01010KT 10SM CLR 06/02 A3010 RMK AO2
8A0,1/27/16 20:15,44.6,37.4,75.68,30,8,0.0,30.1,M,10.0,15,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,39.63,K8A0 272015Z AUTO 03008G15KT 10SM CLR 07/03 A3010 RMK AO2
8A0,1/27/16 20:35,44.6,35.6,70.48,330,4,0.0,30.11,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,42.13,K8A0 272035Z AUTO 33004KT 10SM CLR 07/02 A3011 RMK AO2
8A0,1/27/16 20:55,44.6,37.4,75.68,340,4,0.0,30.09,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,42.13,K8A0 272055Z AUTO 34004KT 10SM CLR 07/03 A3009 RMK AO2
8A0,1/27/16 21:15,44.6,37.4,75.68,340,5,0.0,30.1,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.36,K8A0 272115Z AUTO 34005KT 10SM CLR 07/03 A3010 RMK AO2
8A0,1/27/16 21:35,44.6,37.4,75.68,340,8,0.0,30.1,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,39.63,K8A0 272135Z AUTO 34008KT 10SM CLR 07/03 A3010 RMK AO2
8A0,1/27/16 21:55,44.6,37.4,75.68,340,9,0.0,30.1,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,39.18,K8A0 272155Z AUTO 34009KT 10SM CLR 07/03 A3010 RMK AO2
8A0,1/27/16 22:15,44.6,37.4,75.68,330,6,0.0,30.11,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,40.71,K8A0 272215Z AUTO 33006KT 10SM CLR 07/03 A3011 RMK AO2
8A0,1/27/16 22:35,42.8,35.6,75.5,340,9,0.0,30.1,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.94,K8A0 272235Z AUTO 34009KT 10SM CLR 06/02 A3010 RMK AO2
8A0,1/27/16 22:55,41.0,35.6,80.93,320,6,0.0,30.11,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.37,K8A0 272255Z AUTO 32006KT 10SM CLR 05/02 A3011 RMK AO2
8A0,1/27/16 23:15,41.0,35.6,80.93,330,6,0.0,30.11,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.37,K8A0 272315Z AUTO 33006KT 10SM CLR 05/02 A3011 RMK AO2
8A0,1/27/16 23:35,39.2,35.6,86.79,330,6,0.0,30.11,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.2,K8A0 272335Z AUTO 33006KT 10SM CLR 04/02 A3011 RMK AO2
8A0,1/27/16 23:55,39.2,35.6,86.79,340,5,0.0,30.11,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.95,K8A0 272355Z AUTO 34005KT 10SM CLR 04/02 A3011 RMK AO2
8A0,1/28/16 0:15,37.4,35.6,93.14,350,4,0.0,30.11,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.73,K8A0 280015Z AUTO 35004KT 10SM CLR 03/02 A3011 RMK AO2
8A0,1/28/16 0:35,37.4,33.8,86.69,340,3,0.0,30.11,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.86,K8A0 280035Z AUTO 34003KT 10SM CLR 03/01 A3011 RMK AO2
8A0,1/28/16 0:55,37.4,33.8,86.69,340,5,0.0,30.11,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.81,K8A0 280055Z AUTO 34005KT 10SM CLR 03/01 A3011 RMK AO2
8A0,1/28/16 1:15,37.4,33.8,86.69,350,5,0.0,30.1,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.81,K8A0 280115Z AUTO 35005KT 10SM CLR 03/01 A3010 RMK AO2
8A0,1/28/16 1:35,35.6,33.8,93.08,350,5,0.0,30.1,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.67,K8A0 280135Z AUTO 35005KT 10SM CLR 02/01 A3010 RMK AO2
8A0,1/28/16 1:55,35.6,33.8,93.08,340,5,0.0,30.1,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.67,K8A0 280155Z AUTO 34005KT 10SM CLR 02/01 A3010 RMK AO2
8A0,1/28/16 2:15,35.6,33.8,93.08,350,4,0.0,30.1,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,31.62,K8A0 280215Z AUTO 35004KT 10SM CLR 02/01 A3010 RMK AO2
8A0,1/28/16 2:35,35.6,33.8,93.08,0,0,0.0,30.12,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.6,K8A0 280235Z AUTO 00000KT 10SM CLR 02/01 A3012 RMK AO2
8A0,1/28/16 2:55,35.6,33.8,93.08,350,4,0.0,30.11,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,31.62,K8A0 280255Z AUTO 35004KT 10SM CLR 02/01 A3011 RMK AO2
8A0,1/28/16 3:15,35.6,33.8,93.08,360,3,0.0,30.1,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.8,K8A0 280315Z AUTO 36003KT 10SM CLR 02/01 A3010 RMK AO2
8A0,1/28/16 3:35,35.6,33.8,93.08,350,3,0.0,30.1,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.8,K8A0 280335Z AUTO 35003KT 10SM CLR 02/01 A3010 RMK AO2
8A0,1/28/16 3:55,33.8,33.8,100.0,350,4,0.0,30.1,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,29.52,K8A0 280355Z AUTO 35004KT 10SM CLR 01/01 A3010 RMK AO2
8A0,1/28/16 4:15,33.8,33.8,100.0,350,4,0.0,30.1,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,29.52,K8A0 280415Z AUTO 35004KT 10SM CLR 01/01 A3010 RMK AO2
8A0,1/28/16 4:35,33.8,33.8,100.0,0,0,0.0,30.1,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.8,K8A0 280435Z AUTO 00000KT 10SM CLR 01/01 A3010 RMK AO2
8A0,1/28/16 4:55,33.8,33.8,100.0,20,3,0.0,30.09,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.75,K8A0 280455Z AUTO 02003KT 10SM CLR 01/01 A3009 RMK AO2
8A0,1/28/16 5:15,32.0,32.0,100.0,30,3,0.0,30.09,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.69,K8A0 280515Z AUTO 03003KT 10SM CLR 00/00 A3009 RMK AO2
8A0,1/28/16 5:35,32.0,32.0,100.0,20,4,0.0,30.08,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.42,K8A0 280535Z AUTO 02004KT 10SM CLR 00/00 A3008 RMK AO2
8A0,1/28/16 5:55,32.0,32.0,100.0,10,3,0.0,30.07,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.69,K8A0 280555Z AUTO 01003KT 10SM CLR 00/00 A3007 RMK AO2
8A0,1/28/16 6:15,32.0,32.0,100.0,20,3,0.0,30.07,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.69,K8A0 280615Z AUTO 02003KT 10SM CLR 00/00 A3007 RMK AO2
8A0,1/28/16 6:35,32.0,32.0,100.0,20,3,0.0,30.06,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.69,K8A0 280635Z AUTO 02003KT 10SM CLR 00/00 A3006 RMK AO2
8A0,1/28/16 6:55,32.0,32.0,100.0,360,4,0.0,30.07,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.42,K8A0 280655Z AUTO 36004KT 10SM CLR 00/00 A3007 RMK AO2
8A0,1/28/16 7:15,32.0,32.0,100.0,350,3,0.0,30.07,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.69,K8A0 280715Z AUTO 35003KT 10SM CLR 00/00 A3007 RMK AO2
8A0,1/28/16 7:35,32.0,32.0,100.0,350,4,0.0,30.06,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.42,K8A0 280735Z AUTO 35004KT 10SM CLR 00/00 A3006 RMK AO2
8A0,1/28/16 7:55,32.0,32.0,100.0,360,6,0.0,30.04,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.53,K8A0 280755Z AUTO 36006KT 10SM CLR 00/00 A3004 RMK AO2
8A0,1/28/16 8:15,32.0,32.0,100.0,10,5,0.0,30.04,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.4,K8A0 280815Z AUTO 01005KT 10SM CLR 00/00 A3004 RMK AO2
8A0,1/28/16 8:35,32.0,32.0,100.0,20,4,0.0,30.04,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.42,K8A0 280835Z AUTO 02004KT 10SM CLR 00/00 A3004 RMK AO2
8A0,1/28/16 8:55,32.0,32.0,100.0,40,4,0.0,30.03,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.42,K8A0 280855Z AUTO 04004KT 10SM CLR 00/00 A3003 RMK AO2
8A0,1/28/16 9:15,30.2,30.2,100.0,360,3,0.0,30.04,M,7.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.63,K8A0 280915Z AUTO 36003KT 7SM CLR M01/M01 A3004 RMK AO2
8A0,1/28/16 9:35,32.0,32.0,100.0,20,5,0.0,30.02,M,7.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.4,K8A0 280935Z AUTO 02005KT 7SM CLR 00/00 A3002 RMK AO2
8A0,1/28/16 9:55,32.0,32.0,100.0,10,6,0.0,30.01,M,7.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.53,K8A0 280955Z AUTO 01006KT 7SM CLR 00/00 A3001 RMK AO2
8A0,1/28/16 10:15,32.0,32.0,100.0,360,4,0.0,30.02,M,7.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.42,K8A0 281015Z AUTO 36004KT 7SM CLR 00/00 A3002 RMK AO2
8A0,1/28/16 10:35,32.0,32.0,100.0,0,0,0.0,30.02,M,7.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.0,K8A0 281035Z AUTO 00000KT 7SM CLR 00/00 A3002 RMK AO2
8A0,1/28/16 10:55,30.2,30.2,100.0,0,0,0.0,30.02,M,5.0,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,30.2,K8A0 281055Z AUTO 00000KT 5SM BR CLR M01/M01 A3002 RMK AO2
8A0,1/28/16 11:15,30.2,30.2,100.0,350,5,0.0,30.01,M,5.0,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,24.26,K8A0 281115Z AUTO 35005KT 5SM BR CLR M01/M01 A3001 RMK AO2
8A0,1/28/16 11:35,30.2,30.2,100.0,0,0,0.0,30.0,M,5.0,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,30.2,K8A0 281135Z AUTO 00000KT 5SM BR CLR M01/M01 A3000 RMK AO2
8A0,1/28/16 11:55,30.2,30.2,100.0,0,0,0.0,30.01,M,4.0,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,30.2,K8A0 281155Z AUTO 00000KT 4SM BR CLR M01/M01 A3001 RMK AO2
8A0,1/28/16 12:15,30.2,30.2,100.0,20,3,0.0,30.0,M,3.0,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,26.63,K8A0 281215Z AUTO 02003KT 3SM BR CLR M01/M01 A3000 RMK AO2
8A0,1/28/16 12:35,30.2,30.2,100.0,0,0,0.0,30.01,M,3.0,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,30.2,K8A0 281235Z AUTO 00000KT 3SM BR CLR M01/M01 A3001 RMK AO2
8A0,1/28/16 12:55,30.2,30.2,100.0,0,0,0.0,30.01,M,4.0,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,30.2,K8A0 281255Z AUTO 00000KT 4SM BR CLR M01/M01 A3001 RMK AO2
8A0,1/28/16 13:15,28.4,28.4,100.0,320,5,0.0,30.02,M,2.5,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,22.12,K8A0 281315Z AUTO 32005KT 2 1/2SM BR CLR M02/M02 A3002 RMK AO2
8A0,1/28/16 13:35,30.2,30.2,100.0,350,5,0.0,30.01,M,2.5,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,24.26,K8A0 281335Z AUTO 35005KT 2 1/2SM BR CLR M01/M01 A3001 RMK AO2
8A0,1/28/16 13:55,30.2,30.2,100.0,10,3,0.0,30.01,M,4.0,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,26.63,K8A0 281355Z AUTO 01003KT 4SM BR CLR M01/M01 A3001 RMK AO2
8A0,1/28/16 14:15,32.0,32.0,100.0,20,3,0.0,30.0,M,4.0,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,28.69,K8A0 281415Z AUTO 02003KT 4SM BR CLR 00/00 A3000 RMK AO2
8A0,1/28/16 14:35,32.0,32.0,100.0,0,0,0.0,30.01,M,4.0,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,32.0,K8A0 281435Z AUTO 00000KT 4SM BR CLR 00/00 A3001 RMK AO2
8A0,1/28/16 14:55,32.0,32.0,100.0,360,3,0.0,30.02,M,5.0,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,28.69,K8A0 281455Z AUTO 36003KT 5SM BR CLR 00/00 A3002 RMK AO2
8A0,1/28/16 15:15,32.0,32.0,100.0,0,0,0.0,30.02,M,5.0,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,32.0,K8A0 281515Z AUTO 00000KT 5SM BR CLR 00/00 A3002 RMK AO2
8A0,1/28/16 15:35,33.8,33.8,100.0,0,0,0.0,30.02,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.8,K8A0 281535Z AUTO 00000KT 10SM CLR 01/01 A3002 RMK AO2
8A0,1/28/16 15:55,37.4,35.6,93.14,0,0,0.0,30.01,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.4,K8A0 281555Z AUTO 00000KT 10SM CLR 03/02 A3001 RMK AO2
8A0,1/28/16 16:15,37.4,33.8,86.69,0,0,0.0,30.01,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.4,K8A0 281615Z AUTO 00000KT 10SM CLR 03/01 A3001 RMK AO2
8A0,1/28/16 16:35,41.0,33.8,75.33,0,0,0.0,30.01,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.0,K8A0 281635Z AUTO 00000KT 10SM CLR 05/01 A3001 RMK AO2
8A0,1/28/16 16:55,42.8,32.0,65.38,0,0,0.0,30.0,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,42.8,K8A0 281655Z AUTO 00000KT 10SM CLR 06/00 A3000 RMK AO2
8A0,1/28/16 17:15,44.6,33.8,65.61,310,6,0.0,29.99,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,40.71,K8A0 281715Z AUTO 31006KT 10SM CLR 07/01 A2999 RMK AO2
8A0,1/28/16 17:35,46.4,33.8,61.28,310,5,0.0,29.97,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,43.5,K8A0 281735Z AUTO 31005KT 10SM CLR 08/01 A2997 RMK AO2
8A0,1/28/16 17:55,46.4,28.4,49.24,320,5,0.0,29.96,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,43.5,K8A0 281755Z AUTO 32005KT 10SM CLR 08/M02 A2996 RMK AO2
8A0,1/28/16 18:15,46.4,32.0,57.0,320,5,0.0,29.94,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,43.5,K8A0 281815Z AUTO 32005KT 10SM CLR 08/00 A2994 RMK AO2
8A0,1/28/16 18:35,50.0,32.0,49.81,310,6,0.0,29.92,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,47.21,K8A0 281835Z AUTO 31006KT 10SM CLR 10/00 A2992 RMK AO2
8A0,1/28/16 18:55,51.8,32.0,46.59,250,5,0.0,29.91,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.8,K8A0 281855Z AUTO 25005KT 10SM CLR 11/00 A2991 RMK AO2
8A0,1/28/16 19:15,51.8,32.0,46.59,280,7,0.0,29.91,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.8,K8A0 281915Z AUTO 28007KT 10SM CLR 11/00 A2991 RMK AO2
8A0,1/28/16 19:35,51.8,32.0,46.59,320,7,0.0,29.89,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.8,K8A0 281935Z AUTO 32007KT 10SM CLR 11/00 A2989 RMK AO2
8A0,1/28/16 19:55,51.8,32.0,46.59,270,8,0.0,29.89,M,10.0,14,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.8,K8A0 281955Z AUTO 27008G14KT 10SM CLR 11/00 A2989 RMK AO2
8A0,1/28/16 20:15,51.8,32.0,46.59,290,9,0.0,29.89,M,10.0,15,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.8,K8A0 282015Z AUTO 29009G15KT 10SM CLR 11/00 A2989 RMK AO2
8A0,1/28/16 20:35,53.6,32.0,43.61,290,11,0.0,29.88,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.6,K8A0 282035Z AUTO 29011KT 10SM CLR 12/00 A2988 RMK AO2
8A0,1/28/16 20:55,53.6,32.0,43.61,310,9,0.0,29.86,M,10.0,14,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.6,K8A0 282055Z AUTO 31009G14KT 10SM CLR 12/00 A2986 RMK AO2
8A0,1/28/16 21:15,51.8,33.8,50.08,300,10,0.0,29.87,M,10.0,15,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.8,K8A0 282115Z AUTO 30010G15KT 10SM CLR 11/01 A2987 RMK AO2
8A0,1/28/16 21:35,51.8,33.8,50.08,290,7,0.0,29.86,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.8,K8A0 282135Z AUTO 29007KT 10SM CLR 11/01 A2986 RMK AO2
8A0,1/28/16 21:55,51.8,33.8,50.08,300,6,0.0,29.86,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.8,K8A0 282155Z AUTO 30006KT 10SM CLR 11/01 A2986 RMK AO2
8A0,1/28/16 22:15,51.8,33.8,50.08,300,6,0.0,29.86,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.8,K8A0 282215Z AUTO 30006KT 10SM CLR 11/01 A2986 RMK AO2
8A0,1/28/16 22:35,51.8,35.6,53.81,280,4,0.0,29.87,M,10.0,M,BKN,M,M,M,10000,M,M,M,M,M,M,M,M,M,M,51.8,K8A0 282235Z AUTO 28004KT 10SM BKN100 11/02 A2987 RMK AO2
8A0,1/28/16 22:55,51.8,33.8,50.08,290,5,0.0,29.87,M,10.0,M,OVC,M,M,M,10000,M,M,M,M,M,M,M,M,M,M,51.8,K8A0 282255Z AUTO 29005KT 10SM OVC100 11/01 A2987 RMK AO2
8A0,1/28/16 23:15,50.0,35.6,57.52,280,3,0.0,29.87,M,10.0,M,OVC,M,M,M,11000,M,M,M,M,M,M,M,M,M,M,49.27,K8A0 282315Z AUTO 28003KT 10SM OVC110 10/02 A2987 RMK AO2
8A0,1/28/16 23:35,50.0,35.6,57.52,270,4,0.0,29.87,M,10.0,M,BKN,M,M,M,12000,M,M,M,M,M,M,M,M,M,M,48.44,K8A0 282335Z AUTO 27004KT 10SM BKN120 10/02 A2987 RMK AO2
8A0,1/28/16 23:55,46.4,33.8,61.28,270,4,0.0,29.87,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,44.24,K8A0 282355Z AUTO 27004KT 10SM CLR 08/01 A2987 RMK AO2
8A0,1/29/16 0:15,46.4,33.8,61.28,260,5,0.0,29.88,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,43.5,K8A0 290015Z AUTO 26005KT 10SM CLR 08/01 A2988 RMK AO2
8A0,1/29/16 0:35,46.4,33.8,61.28,250,5,0.0,29.88,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,43.5,K8A0 290035Z AUTO 25005KT 10SM CLR 08/01 A2988 RMK AO2
8A0,1/29/16 0:55,44.6,33.8,65.61,250,4,0.0,29.89,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,42.13,K8A0 290055Z AUTO 25004KT 10SM CLR 07/01 A2989 RMK AO2
8A0,1/29/16 1:15,44.6,33.8,65.61,250,4,0.0,29.89,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,42.13,K8A0 290115Z AUTO 25004KT 10SM CLR 07/01 A2989 RMK AO2
8A0,1/29/16 1:35,44.6,33.8,65.61,240,5,0.0,29.89,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.36,K8A0 290135Z AUTO 24005KT 10SM CLR 07/01 A2989 RMK AO2
8A0,1/29/16 1:55,44.6,33.8,65.61,250,5,0.0,29.89,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.36,K8A0 290155Z AUTO 25005KT 10SM CLR 07/01 A2989 RMK AO2
8A0,1/29/16 2:15,44.6,33.8,65.61,250,5,0.0,29.89,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.36,K8A0 290215Z AUTO 25005KT 10SM CLR 07/01 A2989 RMK AO2
8A0,1/29/16 2:35,42.8,33.8,70.28,240,5,0.0,29.89,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,39.22,K8A0 290235Z AUTO 24005KT 10SM CLR 06/01 A2989 RMK AO2
8A0,1/29/16 2:55,42.8,33.8,70.28,250,5,0.0,29.89,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,39.22,K8A0 290255Z AUTO 25005KT 10SM CLR 06/01 A2989 RMK AO2
